id,onet_code,job_title,sector,12th_stream,primary_riasec,secondary_riasec,core_skills,cached_at
228,29-1141.03,Critical Care Nurses,Healthcare,Science,S,I,"Monitoring, Active Listening, Critical Thinking, Reading Comprehension, Service Orientation, Social Perceptiveness",2026-03-22 08:09:44.500905+00
229,33-9091.00,Crossing Guards and Flaggers,Public Safety,Vocational,R,C,"Speaking, Social Perceptiveness",2026-03-22 08:09:45.109983+00
230,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Monitoring, Quality Control Analysis, Active Listening, Coordination",2026-03-22 08:09:45.712443+00
231,25-4012.00,Curators,Education,Arts,C,E,"Reading Comprehension, Speaking, Active Listening, Writing, Critical Thinking, Complex Problem Solving",2026-03-22 08:09:46.312384+00
232,43-4051.00,Customer Service Representatives,Administration,Commerce,C,E,"Active Listening, Service Orientation, Speaking, Reading Comprehension, Critical Thinking, Complex Problem Solving",2026-03-22 08:09:46.918451+00
233,33-3051.04,Customs and Border Protection Officers,Public Safety,Vocational,C,E,"Active Listening, Critical Thinking, Speaking, Reading Comprehension, Social Perceptiveness, Judgment and Decision Making",2026-03-22 08:09:47.515941+00
234,13-1041.08,Customs Brokers,Finance,Commerce,C,E,"Active Listening, Reading Comprehension, Complex Problem Solving, Critical Thinking, Speaking, Writing",2026-03-22 08:09:48.119343+00
235,51-9031.00,"Cutters and Trimmers, Hand",Manufacturing,Vocational,R,C,,2026-03-22 08:09:48.712433+00
236,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Quality Control Analysis, Monitoring, Reading Comprehension, Coordination",2026-03-22 08:09:49.315008+00
237,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Active Listening, Critical Thinking, Monitoring, Quality Control Analysis",2026-03-22 08:09:49.908441+00
238,29-2011.01,Cytogenetic Technologists,Healthcare,Science,I,R,"Critical Thinking, Reading Comprehension, Writing, Active Listening, Speaking, Judgment and Decision Making",2026-03-22 08:09:50.499402+00
239,29-2011.02,Cytotechnologists,Healthcare,Science,I,R,"Reading Comprehension, Active Listening, Critical Thinking, Complex Problem Solving, Judgment and Decision Making, Speaking",2026-03-22 08:09:51.096869+00
240,27-2031.00,Dancers,Creative Arts,Arts,A,R,"Active Listening, Coordination, Critical Thinking",2026-03-22 08:09:51.695302+00
241,43-9021.00,Data Entry Keyers,Administration,Commerce,C,R,"Reading Comprehension, Active Listening, Monitoring, Time Management, Writing",2026-03-22 08:09:52.295994+00
242,15-2051.00,Data Scientists,Technology,Science,I,C,,2026-03-22 08:09:52.899378+00
243,15-1243.01,Data Warehousing Specialists,Technology,Science,C,I,"Critical Thinking, Reading Comprehension, Programming, Complex Problem Solving, Active Listening, Systems Analysis",2026-03-22 08:09:53.496382+00
244,15-1242.00,Database Administrators,Technology,Science,C,I,"Complex Problem Solving, Critical Thinking, Active Listening, Judgment and Decision Making, Reading Comprehension, Active Learning",2026-03-22 08:09:54.094555+00
245,15-1243.00,Database Architects,Technology,Science,C,I,"Complex Problem Solving, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Systems Analysis, Active Listening",2026-03-22 08:09:54.688791+00
246,41-9011.00,Demonstrators and Product Promoters,Sales,Commerce,E,C,"Active Listening, Speaking, Persuasion, Reading Comprehension, Service Orientation, Complex Problem Solving",2026-03-22 08:09:55.294313+00
247,31-9091.00,Dental Assistants,Healthcare,Science,C,R,"Active Listening, Speaking, Reading Comprehension, Active Learning, Instructing, Monitoring",2026-03-22 08:09:55.88937+00
248,29-1292.00,Dental Hygienists,Healthcare,Science,S,R,"Active Listening, Critical Thinking, Speaking, Monitoring, Service Orientation, Social Perceptiveness",2026-03-22 08:09:56.488423+00
249,51-9081.00,Dental Laboratory Technicians,Manufacturing,Vocational,R,I,"Reading Comprehension, Critical Thinking, Time Management, Judgment and Decision Making, Operations Monitoring, Active Learning",2026-03-22 08:09:57.077638+00
250,29-1029.00,"Dentists, All Other Specialists",Healthcare,Science,R,I,,2026-03-22 08:09:57.67587+00
251,29-1021.00,"Dentists, General",Healthcare,Science,I,R,"Critical Thinking, Judgment and Decision Making, Active Listening, Complex Problem Solving, Monitoring, Reading Comprehension",2026-03-22 08:09:58.285591+00
252,29-1213.00,Dermatologists,Healthcare,Science,I,R,"Critical Thinking, Active Listening, Service Orientation, Reading Comprehension, Social Perceptiveness, Speaking",2026-03-22 08:09:58.982196+00
253,47-5011.00,"Derrick Operators, Oil and Gas",Construction,Vocational,R,C,"Operations Monitoring, Operation and Control, Critical Thinking, Monitoring, Repairing, Speaking",2026-03-22 08:09:59.583429+00
254,27-1029.00,"Designers, All Other",Creative Arts,Arts,R,I,,2026-03-22 08:10:00.17642+00
255,43-9031.00,Desktop Publishers,Administration,Commerce,C,A,"Critical Thinking, Reading Comprehension, Judgment and Decision Making, Active Listening, Speaking, Complex Problem Solving",2026-03-22 08:10:00.787236+00
256,33-3021.00,Detectives and Criminal Investigators,Public Safety,Vocational,I,C,"Active Listening, Speaking, Critical Thinking, Complex Problem Solving, Reading Comprehension, Social Perceptiveness",2026-03-22 08:10:01.390725+00
257,29-2032.00,Diagnostic Medical Sonographers,Healthcare,Science,R,C,"Active Listening, Reading Comprehension, Social Perceptiveness, Speaking, Critical Thinking, Monitoring",2026-03-22 08:10:01.98959+00
258,29-2051.00,Dietetic Technicians,Healthcare,Science,S,C,"Speaking, Active Listening, Active Learning, Complex Problem Solving, Critical Thinking, Instructing",2026-03-22 08:10:02.698568+00
259,29-1031.00,Dietitians and Nutritionists,Healthcare,Science,S,I,"Active Listening, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Social Perceptiveness, Speaking",2026-03-22 08:10:03.293301+00
260,15-1299.06,Digital Forensics Analysts,Technology,Science,I,C,,2026-03-22 08:10:03.887472+00
261,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Hospitality,Vocational,R,C,"Active Listening, Coordination, Service Orientation",2026-03-22 08:10:04.48592+00
262,21-2021.00,"Directors, Religious Activities and Education",Social Service,Arts,S,E,"Speaking, Active Listening, Social Perceptiveness, Active Learning, Critical Thinking, Instructing",2026-03-22 08:10:05.082063+00
263,27-2091.00,"Disc Jockeys, Except Radio",Creative Arts,Arts,A,E,,2026-03-22 08:10:05.680927+00
264,35-9021.00,Dishwashers,Hospitality,Vocational,R,C,,2026-03-22 08:10:06.273294+00
265,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Administration,Commerce,C,R,"Active Listening, Speaking, Coordination, Monitoring, Reading Comprehension, Time Management",2026-03-22 08:10:06.881979+00
266,15-1299.03,Document Management Specialists,Technology,Science,C,I,"Reading Comprehension, Active Listening, Critical Thinking, Writing, Complex Problem Solving, Monitoring",2026-03-22 08:10:07.480086+00
267,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Sales,Commerce,E,C,"Persuasion, Speaking, Social Perceptiveness, Service Orientation, Active Listening, Coordination",2026-03-22 08:10:08.078714+00
268,17-3019.00,"Drafters, All Other",Engineering,Science,R,I,,2026-03-22 08:10:08.674432+00
269,53-7031.00,Dredge Operators,Logistics & Transport,Vocational,R,C,"Operation and Control, Operations Monitoring, Coordination, Critical Thinking, Judgment and Decision Making",2026-03-22 08:10:09.274132+00
270,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Manufacturing,Vocational,R,C,"Operations Monitoring, Monitoring, Operation and Control, Reading Comprehension, Active Listening, Complex Problem Solving",2026-03-22 08:10:09.870964+00
271,53-3031.00,Driver/Sales Workers,Logistics & Transport,Vocational,R,C,"Active Listening, Speaking, Critical Thinking, Service Orientation, Complex Problem Solving, Reading Comprehension",2026-03-22 08:10:10.470015+00
272,47-2081.00,Drywall and Ceiling Tile Installers,Construction,Vocational,R,C,Critical Thinking,2026-03-22 08:10:11.079497+00
273,47-5023.00,"Earth Drillers, Except Oil and Gas",Construction,Vocational,R,C,"Operations Monitoring, Operation and Control, Critical Thinking, Equipment Maintenance, Monitoring, Active Listening",2026-03-22 08:10:11.683109+00
274,25-1063.00,"Economics Teachers, Postsecondary",Education,Arts,S,I,"Speaking, Active Listening, Instructing, Reading Comprehension, Writing, Critical Thinking",2026-03-22 08:10:12.379532+00
275,19-3011.00,Economists,Research & Science,Science,I,C,"Critical Thinking, Mathematics, Reading Comprehension, Active Listening, Judgment and Decision Making, Speaking",2026-03-22 08:10:12.986321+00
276,27-3041.00,Editors,Creative Arts,Arts,A,C,"Reading Comprehension, Writing, Active Listening, Critical Thinking, Speaking, Time Management",2026-03-22 08:10:13.594965+00
277,11-9039.00,"Education Administrators, All Other",Management,Commerce,R,I,,2026-03-22 08:10:14.190558+00
278,11-9032.00,"Education Administrators, Kindergarten through Secondary",Management,Commerce,S,E,"Speaking, Active Listening, Judgment and Decision Making, Learning Strategies, Critical Thinking, Reading Comprehension",2026-03-22 08:10:14.890045+00
279,11-9033.00,"Education Administrators, Postsecondary",Management,Commerce,S,E,"Critical Thinking, Reading Comprehension, Active Listening, Instructing, Monitoring, Speaking",2026-03-22 08:10:15.498045+00
280,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Management,Commerce,S,E,"Active Listening, Coordination, Critical Thinking, Monitoring, Reading Comprehension, Speaking",2026-03-22 08:10:16.09934+00
281,25-1081.00,"Education Teachers, Postsecondary",Education,Arts,S,I,"Speaking, Reading Comprehension, Active Listening, Instructing, Learning Strategies, Active Learning",2026-03-22 08:10:16.696356+00
282,25-9099.00,"Educational Instruction and Library Workers, All Other",Education,Arts,R,I,,2026-03-22 08:10:17.299179+00
283,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Social Service,Arts,S,C,"Active Listening, Social Perceptiveness, Speaking, Service Orientation, Critical Thinking, Reading Comprehension",2026-03-22 08:10:17.903089+00
284,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Maintenance & Repair,Vocational,R,C,"Repairing, Equipment Maintenance, Troubleshooting, Critical Thinking, Equipment Selection, Quality Control Analysis",2026-03-22 08:10:18.528042+00
285,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Engineering,Science,R,I,"Reading Comprehension, Critical Thinking, Active Listening, Repairing, Troubleshooting, Complex Problem Solving",2026-03-22 08:10:19.141887+00
286,51-2022.00,Electrical and Electronic Equipment Assemblers,Manufacturing,Vocational,R,C,"Reading Comprehension, Judgment and Decision Making, Monitoring, Operations Monitoring, Active Listening, Coordination",2026-03-22 08:10:19.745269+00
287,17-3012.00,Electrical and Electronics Drafters,Engineering,Science,R,C,"Active Listening, Critical Thinking, Judgment and Decision Making, Writing, Complex Problem Solving, Reading Comprehension",2026-03-22 08:10:20.36357+00
288,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Maintenance & Repair,Vocational,R,C,"Critical Thinking, Active Listening, Operations Monitoring, Quality Control Analysis, Complex Problem Solving, Monitoring",2026-03-22 08:10:20.968306+00
289,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Maintenance & Repair,Vocational,R,C,"Operations Monitoring, Repairing, Critical Thinking, Equipment Maintenance, Quality Control Analysis, Troubleshooting",2026-03-22 08:10:21.574383+00
290,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Maintenance & Repair,Vocational,R,C,"Critical Thinking, Equipment Maintenance, Repairing, Troubleshooting, Reading Comprehension, Operations Monitoring",2026-03-22 08:10:22.267279+00
291,17-2071.00,Electrical Engineers,Engineering,Science,R,I,"Writing, Critical Thinking, Reading Comprehension, Active Learning, Active Listening, Complex Problem Solving",2026-03-22 08:10:22.871958+00
292,49-9051.00,Electrical Power-Line Installers and Repairers,Maintenance & Repair,Vocational,R,C,"Active Listening, Troubleshooting, Monitoring, Operation and Control, Operations Monitoring, Complex Problem Solving",2026-03-22 08:10:23.471358+00
293,47-2111.00,Electricians,Construction,Vocational,R,C,"Troubleshooting, Repairing, Active Listening, Critical Thinking, Speaking, Active Learning",2026-03-22 08:10:24.077933+00
294,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Engineering,Science,R,C,"Operations Monitoring, Troubleshooting, Monitoring, Repairing, Critical Thinking, Quality Control Analysis",2026-03-22 08:10:24.669655+00
295,51-2023.00,Electromechanical Equipment Assemblers,Manufacturing,Vocational,R,C,"Operations Monitoring, Quality Control Analysis, Critical Thinking, Reading Comprehension, Speaking, Troubleshooting",2026-03-22 08:10:25.266095+00
296,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Maintenance & Repair,Vocational,R,C,"Repairing, Troubleshooting, Critical Thinking, Operations Monitoring, Active Listening, Equipment Maintenance",2026-03-22 08:10:25.873187+00
297,17-2072.00,"Electronics Engineers, Except Computer",Engineering,Science,R,I,"Complex Problem Solving, Critical Thinking, Reading Comprehension, Speaking, Active Listening, Judgment and Decision Making",2026-03-22 08:10:26.482822+00
298,25-2021.00,"Elementary School Teachers, Except Special Education",Education,Arts,S,I,"Instructing, Learning Strategies, Speaking, Active Listening, Critical Thinking, Monitoring",2026-03-22 08:10:27.084669+00
299,47-4021.00,Elevator and Escalator Installers and Repairers,Construction,Vocational,R,C,"Equipment Maintenance, Repairing, Troubleshooting, Critical Thinking, Operations Monitoring, Installation",2026-03-22 08:10:27.696187+00
300,43-4061.00,"Eligibility Interviewers, Government Programs",Administration,Commerce,C,S,"Speaking, Active Listening, Reading Comprehension, Social Perceptiveness, Writing, Service Orientation",2026-03-22 08:10:28.302978+00
301,39-4011.00,Embalmers,Personal Services,Vocational,R,C,"Speaking, Active Listening, Critical Thinking, Service Orientation, Social Perceptiveness, Time Management",2026-03-22 08:10:28.919272+00
302,11-9161.00,Emergency Management Directors,Management,Commerce,E,C,"Service Orientation, Complex Problem Solving, Speaking, Active Listening, Coordination, Critical Thinking",2026-03-22 08:10:29.52544+00
303,29-2042.00,Emergency Medical Technicians,Healthcare,Science,S,R,,2026-03-22 08:10:30.120943+00
304,29-1214.00,Emergency Medicine Physicians,Healthcare,Science,I,S,"Active Listening, Critical Thinking, Reading Comprehension, Social Perceptiveness, Speaking, Complex Problem Solving",2026-03-22 08:10:30.71949+00
305,31-9099.02,Endoscopy Technicians,Healthcare,Science,R,C,"Active Listening, Reading Comprehension, Critical Thinking, Social Perceptiveness, Active Learning, Monitoring",2026-03-22 08:10:31.322523+00
306,47-4011.01,Energy Auditors,Construction,Vocational,C,R,"Reading Comprehension, Speaking, Active Listening, Critical Thinking, Judgment and Decision Making, Writing",2026-03-22 08:10:31.939277+00
307,17-2199.03,"Energy Engineers, Except Wind and Solar",Engineering,Science,R,I,"Reading Comprehension, Critical Thinking, Active Listening, Complex Problem Solving, Monitoring, Systems Analysis",2026-03-22 08:10:32.56922+00
308,51-2031.00,Engine and Other Machine Assemblers,Manufacturing,Vocational,R,C,"Operations Monitoring, Quality Control Analysis, Reading Comprehension, Active Listening, Critical Thinking, Monitoring",2026-03-22 08:10:33.173508+00
309,25-1032.00,"Engineering Teachers, Postsecondary",Education,Arts,S,I,"Instructing, Learning Strategies, Speaking, Active Listening, Reading Comprehension, Critical Thinking",2026-03-22 08:10:33.773432+00
310,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other",Engineering,Science,R,I,,2026-03-22 08:10:34.461331+00
311,17-2199.00,"Engineers, All Other",Engineering,Science,R,I,,2026-03-22 08:10:35.061446+00
312,25-1123.00,"English Language and Literature Teachers, Postsecondary",Education,Arts,S,I,"Reading Comprehension, Instructing, Writing, Speaking, Active Listening, Learning Strategies",2026-03-22 08:10:35.668836+00
313,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other",Creative Arts,Arts,R,I,,2026-03-22 08:10:36.26773+00
314,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Management,Commerce,E,C,"Active Listening, Speaking, Coordination, Critical Thinking, Reading Comprehension, Service Orientation",2026-03-22 08:10:36.874689+00
315,39-3099.00,"Entertainment Attendants and Related Workers, All Other",Personal Services,Vocational,R,I,,2026-03-22 08:10:37.486194+00
316,13-1041.01,Environmental Compliance Inspectors,Finance,Commerce,C,I,"Critical Thinking, Reading Comprehension, Active Listening, Speaking, Writing, Active Learning",2026-03-22 08:10:38.079097+00
317,19-3011.01,Environmental Economists,Research & Science,Science,I,E,"Writing, Active Listening, Critical Thinking, Mathematics, Reading Comprehension, Active Learning",2026-03-22 08:10:38.68197+00
318,17-3025.00,Environmental Engineering Technologists and Technicians,Engineering,Science,R,I,"Active Listening, Critical Thinking, Reading Comprehension, Active Learning, Monitoring, Science",2026-03-22 08:10:39.277035+00
319,17-2081.00,Environmental Engineers,Engineering,Science,I,R,"Active Listening, Critical Thinking, Monitoring, Reading Comprehension, Speaking, Writing",2026-03-22 08:10:39.874582+00
320,19-2041.02,Environmental Restoration Planners,Research & Science,Science,I,R,"Critical Thinking, Active Listening, Complex Problem Solving, Judgment and Decision Making, Reading Comprehension, Speaking",2026-03-22 08:10:40.473157+00
321,19-4042.00,"Environmental Science and Protection Technicians, Including Health",Research & Science,Science,R,I,"Reading Comprehension, Active Listening, Speaking, Writing, Critical Thinking, Monitoring",2026-03-22 08:10:41.072697+00
322,25-1053.00,"Environmental Science Teachers, Postsecondary",Education,Arts,I,S,"Reading Comprehension, Speaking, Active Listening, Critical Thinking, Instructing, Learning Strategies",2026-03-22 08:10:41.771658+00
323,19-2041.00,"Environmental Scientists and Specialists, Including Health",Research & Science,Science,I,R,"Active Listening, Complex Problem Solving, Reading Comprehension, Science, Speaking, Writing",2026-03-22 08:10:42.367311+00
324,19-1041.00,Epidemiologists,Research & Science,Science,I,S,"Complex Problem Solving, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Active Listening, Science",2026-03-22 08:10:42.970161+00
325,13-1041.03,Equal Opportunity Representatives and Officers,Finance,Commerce,E,C,"Active Listening, Reading Comprehension, Critical Thinking, Social Perceptiveness, Speaking, Writing",2026-03-22 08:10:43.571744+00
326,51-9194.00,Etchers and Engravers,Manufacturing,Vocational,R,A,"Monitoring, Operations Monitoring, Reading Comprehension, Active Listening, Critical Thinking, Operation and Control",2026-03-22 08:10:44.173593+00
327,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Construction,Vocational,R,C,"Operation and Control, Operations Monitoring, Monitoring, Active Learning, Active Listening, Complex Problem Solving",2026-03-22 08:10:44.768409+00
328,43-6011.00,Executive Secretaries and Executive Administrative Assistants,Administration,Commerce,C,E,"Active Listening, Reading Comprehension, Speaking, Service Orientation, Writing, Coordination",2026-03-22 08:10:45.462263+00
329,29-1128.00,Exercise Physiologists,Healthcare,Science,R,I,"Active Listening, Critical Thinking, Instructing, Reading Comprehension, Speaking, Writing",2026-03-22 08:10:46.057575+00
330,39-9031.00,Exercise Trainers and Group Fitness Instructors,Personal Services,Vocational,S,R,"Instructing, Service Orientation, Speaking, Active Listening, Learning Strategies, Social Perceptiveness",2026-03-22 08:10:46.660083+00
331,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Construction,Vocational,R,C,"Active Listening, Monitoring, Critical Thinking, Judgment and Decision Making, Operation and Control, Operations Monitoring",2026-03-22 08:10:47.249671+00
332,47-5099.00,"Extraction Workers, All Other",Construction,Vocational,R,I,,2026-03-22 08:10:47.848138+00
333,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Critical Thinking, Judgment and Decision Making, Monitoring, Quality Control Analysis",2026-03-22 08:10:48.445574+00
334,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Monitoring, Active Listening, Complex Problem Solving, Coordination",2026-03-22 08:10:49.048366+00
335,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Monitoring, Speaking, Active Listening, Critical Thinking",2026-03-22 08:10:49.644306+00
336,51-6092.00,Fabric and Apparel Patternmakers,Manufacturing,Vocational,R,A,"Critical Thinking, Active Listening, Judgment and Decision Making, Time Management, Active Learning, Mathematics",2026-03-22 08:10:50.238041+00
337,11-3013.00,Facilities Managers,Management,Commerce,E,C,"Speaking, Active Listening, Critical Thinking, Monitoring, Reading Comprehension, Coordination",2026-03-22 08:10:50.833898+00
338,45-4021.00,Fallers,Agriculture,Science,R,C,"Operation and Control, Critical Thinking, Monitoring, Operations Monitoring, Judgment and Decision Making",2026-03-22 08:10:51.434376+00
339,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Education,Arts,S,I,"Speaking, Active Listening, Instructing, Learning Strategies, Reading Comprehension, Critical Thinking",2026-03-22 08:10:52.031015+00
340,29-1215.00,Family Medicine Physicians,Healthcare,Science,S,I,"Critical Thinking, Active Listening, Reading Comprehension, Speaking, Writing, Active Learning",2026-03-22 08:10:52.631471+00
341,25-9021.00,Farm and Home Management Educators,Education,Arts,S,I,"Active Listening, Speaking, Reading Comprehension, Instructing, Judgment and Decision Making, Social Perceptiveness",2026-03-22 08:10:53.241176+00
342,49-3041.00,Farm Equipment Mechanics and Service Technicians,Maintenance & Repair,Vocational,R,C,"Equipment Maintenance, Repairing, Troubleshooting, Operation and Control, Critical Thinking, Complex Problem Solving",2026-03-22 08:10:53.849662+00
343,13-1074.00,Farm Labor Contractors,Finance,Commerce,E,R,"Speaking, Active Listening, Management of Personnel Resources, Time Management, Coordination, Critical Thinking",2026-03-22 08:10:54.45069+00
344,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Management,Commerce,E,R,"Active Listening, Critical Thinking, Reading Comprehension, Complex Problem Solving, Management of Personnel Resources, Speaking",2026-03-22 08:10:55.048844+00
345,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Agriculture,Science,R,C,"Operations Monitoring, Speaking",2026-03-22 08:10:55.639796+00
346,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Agriculture,Science,R,I,"Critical Thinking, Monitoring, Active Listening, Judgment and Decision Making, Operation and Control, Operations Monitoring",2026-03-22 08:10:56.330191+00
347,27-1022.00,Fashion Designers,Creative Arts,Arts,A,R,"Active Listening, Critical Thinking, Speaking, Active Learning, Coordination, Judgment and Decision Making",2026-03-22 08:10:56.93283+00
348,35-3023.00,Fast Food and Counter Workers,Hospitality,Vocational,C,R,"Active Listening, Coordination, Service Orientation, Social Perceptiveness",2026-03-22 08:10:57.535347+00
349,47-4031.00,Fence Erectors,Construction,Vocational,R,C,"Active Listening, Coordination, Critical Thinking, Monitoring, Speaking, Time Management",2026-03-22 08:10:58.133453+00
350,51-2051.00,Fiberglass Laminators and Fabricators,Manufacturing,Vocational,R,C,"Monitoring, Operations Monitoring, Active Listening, Complex Problem Solving, Reading Comprehension, Speaking",2026-03-22 08:10:58.735889+00
351,43-4071.00,File Clerks,Administration,Commerce,C,I,"Reading Comprehension, Active Listening, Speaking, Monitoring, Service Orientation, Writing",2026-03-22 08:10:59.32981+00
352,27-4032.00,Film and Video Editors,Creative Arts,Arts,A,C,"Active Listening, Critical Thinking, Reading Comprehension, Active Learning, Complex Problem Solving, Speaking",2026-03-22 08:10:59.918711+00
353,13-2051.00,Financial and Investment Analysts,Finance,Commerce,C,E,,2026-03-22 08:11:00.514208+00
354,43-3099.00,"Financial Clerks, All Other",Administration,Commerce,R,I,,2026-03-22 08:11:01.116323+00
355,13-2061.00,Financial Examiners,Finance,Commerce,C,E,"Critical Thinking, Reading Comprehension, Active Listening, Speaking, Writing, Complex Problem Solving",2026-03-22 08:11:01.718419+00
356,11-3031.00,Financial Managers,Management,Commerce,E,C,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Monitoring, Writing",2026-03-22 08:11:02.318532+00
357,13-2099.01,Financial Quantitative Analysts,Finance,Commerce,I,C,"Mathematics, Critical Thinking, Reading Comprehension, Complex Problem Solving, Active Learning, Active Listening",2026-03-22 08:11:02.912808+00
358,13-2054.00,Financial Risk Specialists,Finance,Commerce,C,I,,2026-03-22 08:11:03.511522+00
359,13-2099.00,"Financial Specialists, All Other",Finance,Commerce,R,I,,2026-03-22 08:11:04.104194+00
360,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Creative Arts,Arts,A,R,"Active Learning, Critical Thinking, Active Listening, Judgment and Decision Making, Reading Comprehension, Speaking",2026-03-22 08:11:04.695325+00
361,33-2021.00,Fire Inspectors and Investigators,Public Safety,Vocational,R,C,"Active Listening, Critical Thinking, Speaking, Writing, Reading Comprehension, Social Perceptiveness",2026-03-22 08:11:05.286431+00
362,17-2111.02,Fire-Prevention and Protection Engineers,Engineering,Science,R,I,"Critical Thinking, Complex Problem Solving, Judgment and Decision Making, Reading Comprehension, Speaking, Active Learning",2026-03-22 08:11:05.890203+00
363,33-2011.00,Firefighters,Public Safety,Vocational,R,I,"Critical Thinking, Coordination, Judgment and Decision Making, Service Orientation, Active Learning, Active Listening",2026-03-22 08:11:06.486423+00
364,55-2011.00,First-Line Supervisors of Air Crew Members,Military,Vocational,R,I,,2026-03-22 08:11:07.081011+00
365,55-2013.00,First-Line Supervisors of All Other Tactical Operations Specialists,Military,Vocational,R,I,,2026-03-22 08:11:08.100988+00
366,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Construction,Vocational,E,C,"Coordination, Active Listening, Speaking, Critical Thinking, Management of Personnel Resources, Monitoring",2026-03-22 08:11:08.703359+00
367,33-1011.00,First-Line Supervisors of Correctional Officers,Public Safety,Vocational,E,C,"Active Listening, Coordination, Critical Thinking, Monitoring, Social Perceptiveness, Speaking",2026-03-22 08:11:09.30026+00
368,39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Personal Services,Vocational,E,C,,2026-03-22 08:11:09.908924+00
369,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Agriculture,Science,E,R,"Coordination, Critical Thinking, Monitoring, Speaking, Management of Personnel Resources, Reading Comprehension",2026-03-22 08:11:10.519885+00
370,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Public Safety,Vocational,E,R,"Active Listening, Critical Thinking, Social Perceptiveness, Coordination, Judgment and Decision Making, Management of Personnel Resources",2026-03-22 08:11:11.119731+00
371,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Hospitality,Vocational,E,C,"Management of Personnel Resources, Coordination, Monitoring, Speaking, Active Listening, Instructing",2026-03-22 08:11:11.717353+00
372,39-1013.00,First-Line Supervisors of Gambling Services Workers,Personal Services,Vocational,E,C,"Monitoring, Service Orientation, Active Listening, Speaking, Critical Thinking, Reading Comprehension",2026-03-22 08:11:12.315912+00
373,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Logistics & Transport,Vocational,E,C,"Coordination, Management of Personnel Resources, Speaking, Active Listening, Complex Problem Solving, Critical Thinking",2026-03-22 08:11:12.915263+00
374,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Maintenance & Repair,Vocational,E,C,"Management of Personnel Resources, Coordination, Monitoring, Speaking, Time Management, Active Listening",2026-03-22 08:11:13.519521+00
375,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Maintenance & Repair,Vocational,E,C,"Monitoring, Time Management, Active Listening, Management of Personnel Resources, Coordination, Critical Thinking",2026-03-22 08:11:14.117758+00
