id,onet_code,job_title,sector,12th_stream,primary_riasec,secondary_riasec,core_skills,cached_at
925,29-9093.00,Surgical Assistants,Healthcare,Science,R,C,"Active Listening, Speaking, Critical Thinking, Monitoring, Reading Comprehension, Coordination",2026-03-22 08:16:45.864983+00
926,29-2055.00,Surgical Technologists,Healthcare,Science,R,C,"Monitoring, Active Listening, Operations Monitoring, Coordination, Critical Thinking, Speaking",2026-03-22 08:16:46.457294+00
927,19-3022.00,Survey Researchers,Research & Science,Science,I,C,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Writing, Mathematics",2026-03-22 08:16:47.045751+00
928,17-3031.00,Surveying and Mapping Technicians,Engineering,Science,R,C,"Reading Comprehension, Critical Thinking, Mathematics, Writing, Active Listening, Complex Problem Solving",2026-03-22 08:16:47.637548+00
929,17-1022.00,Surveyors,Engineering,Science,C,R,"Mathematics, Reading Comprehension, Critical Thinking, Writing, Speaking, Active Listening",2026-03-22 08:16:48.234354+00
930,13-1199.05,Sustainability Specialists,Finance,Commerce,I,E,"Reading Comprehension, Speaking, Writing, Active Listening, Critical Thinking, Complex Problem Solving",2026-03-22 08:16:48.835772+00
931,43-2011.00,"Switchboard Operators, Including Answering Service",Administration,Commerce,C,R,"Active Listening, Speaking, Social Perceptiveness, Service Orientation, Coordination, Reading Comprehension",2026-03-22 08:16:49.501813+00
932,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Manufacturing,Vocational,R,A,"Time Management, Active Listening, Critical Thinking, Speaking",2026-03-22 08:16:50.092688+00
933,27-2012.04,Talent Directors,Creative Arts,Arts,E,A,"Active Listening, Speaking, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Social Perceptiveness",2026-03-22 08:16:50.68484+00
934,53-7121.00,"Tank Car, Truck, and Ship Loaders",Logistics & Transport,Vocational,R,C,"Operation and Control, Operations Monitoring, Reading Comprehension, Time Management, Active Listening, Complex Problem Solving",2026-03-22 08:16:51.287036+00
935,47-2082.00,Tapers,Construction,Vocational,R,C,,2026-03-22 08:16:51.883955+00
936,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Finance,Commerce,C,E,"Active Listening, Reading Comprehension, Speaking, Critical Thinking, Active Learning, Mathematics",2026-03-22 08:16:52.477141+00
937,13-2082.00,Tax Preparers,Finance,Commerce,C,E,"Reading Comprehension, Active Listening, Critical Thinking, Active Learning, Speaking, Time Management",2026-03-22 08:16:53.063152+00
938,53-3054.00,Taxi Drivers,Logistics & Transport,Vocational,R,C,,2026-03-22 08:16:53.654802+00
939,25-3099.00,"Teachers and Instructors, All Other",Education,Arts,R,I,,2026-03-22 08:16:54.239692+00
940,25-9049.00,"Teaching Assistants, All Other",Education,Arts,R,I,,2026-03-22 08:16:54.828627+00
941,25-9044.00,"Teaching Assistants, Postsecondary",Education,Arts,S,C,"Reading Comprehension, Active Listening, Instructing, Speaking, Learning Strategies, Writing",2026-03-22 08:16:55.417443+00
942,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Education,Arts,S,C,"Active Listening, Social Perceptiveness, Reading Comprehension, Speaking, Coordination, Service Orientation",2026-03-22 08:16:56.002+00
943,25-9043.00,"Teaching Assistants, Special Education",Education,Arts,S,I,"Active Listening, Social Perceptiveness, Speaking, Learning Strategies, Monitoring, Reading Comprehension",2026-03-22 08:16:56.598612+00
944,51-2092.00,Team Assemblers,Manufacturing,Vocational,R,C,"Active Listening, Monitoring, Quality Control Analysis, Coordination, Critical Thinking, Instructing",2026-03-22 08:16:57.199585+00
945,27-3042.00,Technical Writers,Creative Arts,Arts,C,A,"Writing, Reading Comprehension, Active Listening, Speaking, Critical Thinking, Active Learning",2026-03-22 08:16:57.811397+00
946,15-1241.01,Telecommunications Engineering Specialists,Technology,Science,C,R,"Active Listening, Critical Thinking, Reading Comprehension, Active Learning, Speaking, Writing",2026-03-22 08:16:58.410359+00
947,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Maintenance & Repair,Vocational,R,C,"Repairing, Troubleshooting, Critical Thinking, Operations Monitoring, Quality Control Analysis, Active Listening",2026-03-22 08:16:59.006172+00
948,49-9052.00,Telecommunications Line Installers and Repairers,Maintenance & Repair,Vocational,R,C,"Complex Problem Solving, Critical Thinking, Operations Monitoring, Speaking, Active Listening, Coordination",2026-03-22 08:16:59.594974+00
949,41-9041.00,Telemarketers,Sales,Commerce,E,C,"Persuasion, Speaking, Active Listening, Service Orientation, Reading Comprehension, Social Perceptiveness",2026-03-22 08:17:00.187672+00
950,43-2021.00,Telephone Operators,Administration,Commerce,C,S,"Active Listening, Speaking, Service Orientation, Social Perceptiveness, Critical Thinking, Reading Comprehension",2026-03-22 08:17:00.781077+00
951,43-3071.00,Tellers,Administration,Commerce,C,E,"Active Listening, Speaking, Critical Thinking, Monitoring, Reading Comprehension, Service Orientation",2026-03-22 08:17:01.371155+00
952,47-2053.00,Terrazzo Workers and Finishers,Construction,Vocational,R,C,"Coordination, Quality Control Analysis",2026-03-22 08:17:01.959801+00
953,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Active Listening, Monitoring, Time Management",2026-03-22 08:17:02.565672+00
954,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Monitoring, Quality Control Analysis, Active Listening, Coordination",2026-03-22 08:17:03.15678+00
955,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Manufacturing,Vocational,R,C,"Operations Monitoring, Monitoring, Active Listening, Operation and Control",2026-03-22 08:17:03.757604+00
956,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Quality Control Analysis, Speaking, Active Listening, Critical Thinking",2026-03-22 08:17:04.354616+00
957,51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",Manufacturing,Vocational,R,I,,2026-03-22 08:17:04.936952+00
958,29-1129.00,"Therapists, All Other",Healthcare,Science,R,I,,2026-03-22 08:17:05.524832+00
959,47-2044.00,Tile and Stone Setters,Construction,Vocational,R,C,"Active Listening, Complex Problem Solving, Coordination, Critical Thinking, Mathematics, Speaking",2026-03-22 08:17:06.113216+00
960,51-2061.00,Timing Device Assemblers and Adjusters,Manufacturing,Vocational,R,C,"Repairing, Quality Control Analysis, Troubleshooting, Operations Monitoring",2026-03-22 08:17:06.707714+00
961,51-9197.00,Tire Builders,Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Active Listening, Critical Thinking, Monitoring",2026-03-22 08:17:07.312287+00
962,49-3093.00,Tire Repairers and Changers,Maintenance & Repair,Vocational,R,C,"Active Listening, Critical Thinking, Service Orientation, Speaking, Time Management",2026-03-22 08:17:07.902315+00
963,23-2093.00,"Title Examiners, Abstractors, and Searchers",Legal Services,Commerce,C,E,"Reading Comprehension, Active Listening, Critical Thinking, Speaking, Writing, Complex Problem Solving",2026-03-22 08:17:08.491759+00
964,51-4111.00,Tool and Die Makers,Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Quality Control Analysis, Critical Thinking, Equipment Selection, Judgment and Decision Making",2026-03-22 08:17:09.085619+00
965,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Quality Control Analysis, Equipment Maintenance, Repairing, Critical Thinking",2026-03-22 08:17:09.690157+00
966,39-7011.00,Tour Guides and Escorts,Personal Services,Vocational,S,E,"Speaking, Active Listening, Social Perceptiveness, Service Orientation, Coordination, Monitoring",2026-03-22 08:17:10.286865+00
967,53-6041.00,Traffic Technicians,Logistics & Transport,Vocational,R,C,"Active Listening, Complex Problem Solving, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Speaking",2026-03-22 08:17:10.889593+00
968,11-3131.00,Training and Development Managers,Management,Commerce,E,S,"Learning Strategies, Active Listening, Instructing, Reading Comprehension, Speaking, Coordination",2026-03-22 08:17:11.492835+00
969,13-1151.00,Training and Development Specialists,Finance,Commerce,S,I,"Instructing, Speaking, Learning Strategies, Active Listening, Social Perceptiveness, Active Learning",2026-03-22 08:17:12.08736+00
970,33-3052.00,Transit and Railroad Police,Public Safety,Vocational,R,C,"Active Listening, Speaking, Critical Thinking, Complex Problem Solving, Monitoring, Social Perceptiveness",2026-03-22 08:17:12.743656+00
971,17-2051.01,Transportation Engineers,Engineering,Science,R,I,"Critical Thinking, Reading Comprehension, Speaking, Writing, Complex Problem Solving, Judgment and Decision Making",2026-03-22 08:17:13.34489+00
972,53-6051.00,Transportation Inspectors,Logistics & Transport,Vocational,C,R,"Critical Thinking, Reading Comprehension, Speaking, Writing, Active Listening, Monitoring",2026-03-22 08:17:13.937366+00
973,19-3099.01,Transportation Planners,Research & Science,Science,I,C,"Active Listening, Complex Problem Solving, Critical Thinking, Reading Comprehension, Speaking, Writing",2026-03-22 08:17:14.530393+00
974,33-9093.00,Transportation Security Screeners,Public Safety,Vocational,C,R,"Monitoring, Speaking, Active Listening, Coordination, Critical Thinking, Social Perceptiveness",2026-03-22 08:17:15.121889+00
975,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Logistics & Transport,Vocational,R,C,"Quality Control Analysis, Operations Monitoring, Active Listening, Critical Thinking, Operation and Control, Reading Comprehension",2026-03-22 08:17:15.72446+00
976,53-6099.00,"Transportation Workers, All Other",Logistics & Transport,Vocational,R,I,,2026-03-22 08:17:16.314778+00
977,11-3071.00,"Transportation, Storage, and Distribution Managers",Management,Commerce,E,C,"Active Listening, Reading Comprehension, Coordination, Monitoring, Active Learning, Complex Problem Solving",2026-03-22 08:17:17.012448+00
978,41-3041.00,Travel Agents,Sales,Commerce,E,C,"Active Listening, Service Orientation, Reading Comprehension, Speaking, Social Perceptiveness, Persuasion",2026-03-22 08:17:17.604279+00
979,39-7012.00,Travel Guides,Personal Services,Vocational,S,E,"Service Orientation, Speaking, Active Listening, Social Perceptiveness, Coordination, Persuasion",2026-03-22 08:17:18.203829+00
980,11-3031.01,Treasurers and Controllers,Management,Commerce,C,E,"Complex Problem Solving, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Management of Financial Resources, Speaking",2026-03-22 08:17:18.796303+00
981,37-3013.00,Tree Trimmers and Pruners,Maintenance & Repair,Vocational,R,C,"Operation and Control, Operations Monitoring, Critical Thinking, Complex Problem Solving, Monitoring, Coordination",2026-03-22 08:17:19.391737+00
982,25-3041.00,Tutors,Education,Arts,S,I,"Instructing, Reading Comprehension, Active Listening, Learning Strategies, Speaking, Critical Thinking",2026-03-22 08:17:19.988596+00
983,27-2023.00,"Umpires, Referees, and Other Sports Officials",Creative Arts,Arts,E,C,"Speaking, Critical Thinking, Active Listening, Judgment and Decision Making, Monitoring, Active Learning",2026-03-22 08:17:20.57758+00
984,47-5049.00,"Underground Mining Machine Operators, All Other",Construction,Vocational,R,I,,2026-03-22 08:17:21.274244+00
985,51-6093.00,Upholsterers,Manufacturing,Vocational,R,A,"Critical Thinking, Reading Comprehension, Active Learning, Active Listening, Complex Problem Solving, Judgment and Decision Making",2026-03-22 08:17:21.864604+00
986,19-3051.00,Urban and Regional Planners,Research & Science,Science,I,E,"Active Listening, Judgment and Decision Making, Speaking, Critical Thinking, Reading Comprehension, Systems Analysis",2026-03-22 08:17:22.467137+00
987,29-1229.03,Urologists,Healthcare,Science,I,S,"Reading Comprehension, Critical Thinking, Judgment and Decision Making, Active Listening, Writing, Complex Problem Solving",2026-03-22 08:17:23.064348+00
988,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Personal Services,Vocational,C,S,"Social Perceptiveness, Service Orientation, Speaking, Active Listening, Coordination",2026-03-22 08:17:23.66711+00
989,17-2112.02,Validation Engineers,Engineering,Science,I,C,"Reading Comprehension, Critical Thinking, Speaking, Writing, Active Listening, Monitoring",2026-03-22 08:17:24.260037+00
990,29-1131.00,Veterinarians,Healthcare,Science,I,R,"Active Listening, Reading Comprehension, Active Learning, Complex Problem Solving, Critical Thinking, Judgment and Decision Making",2026-03-22 08:17:24.845677+00
991,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Healthcare,Science,R,I,"Active Listening, Critical Thinking, Monitoring, Reading Comprehension, Service Orientation, Writing",2026-03-22 08:17:25.441753+00
992,29-2056.00,Veterinary Technologists and Technicians,Healthcare,Science,R,I,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Complex Problem Solving, Monitoring",2026-03-22 08:17:26.040811+00
993,15-1255.01,Video Game Designers,Technology,Science,A,I,"Programming, Active Listening, Critical Thinking, Reading Comprehension, Complex Problem Solving, Judgment and Decision Making",2026-03-22 08:17:26.640751+00
994,35-3031.00,Waiters and Waitresses,Hospitality,Vocational,C,S,"Service Orientation, Active Listening, Speaking, Social Perceptiveness, Coordination, Monitoring",2026-03-22 08:17:27.236628+00
995,49-9064.00,Watch and Clock Repairers,Maintenance & Repair,Vocational,R,C,"Repairing, Critical Thinking, Operations Monitoring, Active Listening, Equipment Maintenance, Judgment and Decision Making",2026-03-22 08:17:27.835217+00
996,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Monitoring, Active Listening, Equipment Maintenance, Quality Control Analysis",2026-03-22 08:17:28.432788+00
997,11-9121.02,Water Resource Specialists,Management,Commerce,I,R,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Writing, Judgment and Decision Making",2026-03-22 08:17:29.029891+00
998,17-2051.02,Water/Wastewater Engineers,Engineering,Science,R,I,"Critical Thinking, Judgment and Decision Making, Reading Comprehension, Writing, Active Listening, Complex Problem Solving",2026-03-22 08:17:29.626522+00
